1.000000000000000000e+00,1.000000000000000000e+01,5.147253675997490063e+00,8.924999999999999600e-01
1.000000000000000000e+00,2.000000000000000000e+01,5.799227349023567513e+00,9.509999999999999565e-01
1.000000000000000000e+00,3.000000000000000000e+01,6.360209543985547498e+00,9.655000000000000249e-01
1.000000000000000000e+00,4.000000000000000000e+01,7.121554797980934381e+00,9.645000000000000240e-01
1.000000000000000000e+00,5.000000000000000000e+01,7.942609926976729184e+00,9.649999999999999689e-01
1.000000000000000000e+00,6.000000000000000000e+01,1.014890231998288073e+01,9.625000000000000222e-01
1.000000000000000000e+00,7.000000000000000000e+01,1.093593079198035412e+01,9.635000000000000231e-01
1.000000000000000000e+00,8.000000000000000000e+01,1.253638050399604253e+01,9.639999999999999680e-01
1.000000000000000000e+00,9.000000000000000000e+01,1.398886886998661794e+01,9.625000000000000222e-01
1.000000000000000000e+00,1.000000000000000000e+02,1.609316906199092045e+01,9.629999999999999671e-01
1.000000000000000000e+00,1.100000000000000000e+02,1.831800739699974656e+01,9.599999999999999645e-01
1.000000000000000000e+00,1.200000000000000000e+02,1.944906772000831552e+01,9.589999999999999636e-01
1.000000000000000000e+00,1.300000000000000000e+02,2.235321949599892832e+01,9.575000000000000178e-01
1.000000000000000000e+00,1.400000000000000000e+02,2.237874913102132268e+01,9.565000000000000169e-01
1.000000000000000000e+00,1.500000000000000000e+02,2.551772340698516928e+01,9.585000000000000187e-01
1.000000000000000000e+00,1.600000000000000000e+02,4.549633880000328645e+01,9.575000000000000178e-01
1.000000000000000000e+00,1.700000000000000000e+02,2.552660721639986150e+02,9.575000000000000178e-01
1.000000000000000000e+00,1.800000000000000000e+02,1.059451563030015677e+02,9.549999999999999600e-01
1.000000000000000000e+00,1.900000000000000000e+02,6.473942685598740354e+01,9.535000000000000142e-01
1.000000000000000000e+00,2.000000000000000000e+02,1.568682023339788429e+02,9.525000000000000133e-01
2.000000000000000000e+00,1.000000000000000000e+01,5.079079852002905682e+00,8.790000000000000036e-01
2.000000000000000000e+00,2.000000000000000000e+01,6.106082161015365273e+00,9.425000000000000044e-01
2.000000000000000000e+00,3.000000000000000000e+01,6.841490782011533156e+00,9.555000000000000160e-01
2.000000000000000000e+00,4.000000000000000000e+01,7.460755698004504666e+00,9.539999999999999591e-01
2.000000000000000000e+00,5.000000000000000000e+01,8.208023387007415295e+00,9.525000000000000133e-01
2.000000000000000000e+00,6.000000000000000000e+01,1.006571717199403793e+01,9.515000000000000124e-01
2.000000000000000000e+00,7.000000000000000000e+01,1.094162029499420896e+01,9.529999999999999583e-01
2.000000000000000000e+00,8.000000000000000000e+01,1.160889182999380864e+01,9.515000000000000124e-01
2.000000000000000000e+00,9.000000000000000000e+01,1.359634436698979698e+01,9.509999999999999565e-01
2.000000000000000000e+00,1.000000000000000000e+02,1.602633999200770631e+01,9.519999999999999574e-01
2.000000000000000000e+00,1.100000000000000000e+02,1.627321385801769793e+01,9.529999999999999583e-01
2.000000000000000000e+00,1.200000000000000000e+02,1.752794978200108744e+01,9.525000000000000133e-01
2.000000000000000000e+00,1.300000000000000000e+02,2.046327214001212269e+01,9.525000000000000133e-01
2.000000000000000000e+00,1.400000000000000000e+02,2.322658529100590385e+01,9.505000000000000115e-01
2.000000000000000000e+00,1.500000000000000000e+02,2.515946003899443895e+01,9.505000000000000115e-01
2.000000000000000000e+00,1.600000000000000000e+02,3.928388631399138831e+01,9.505000000000000115e-01
2.000000000000000000e+00,1.700000000000000000e+02,5.959020485400105827e+01,9.489999999999999547e-01
2.000000000000000000e+00,1.800000000000000000e+02,3.671508935501333326e+01,9.485000000000000098e-01
2.000000000000000000e+00,1.900000000000000000e+02,1.184114551339880563e+02,9.495000000000000107e-01
2.000000000000000000e+00,2.000000000000000000e+02,2.031390157549758442e+02,9.479999999999999538e-01
3.000000000000000000e+00,1.000000000000000000e+01,4.993662043998483568e+00,8.539999999999999813e-01
3.000000000000000000e+00,2.000000000000000000e+01,6.623451237013796344e+00,9.254999999999999893e-01
3.000000000000000000e+00,3.000000000000000000e+01,6.763609987014206126e+00,9.314999999999999947e-01
3.000000000000000000e+00,4.000000000000000000e+01,7.346858350996626541e+00,9.350000000000000533e-01
3.000000000000000000e+00,5.000000000000000000e+01,8.145812239003134891e+00,9.334999999999999964e-01
3.000000000000000000e+00,6.000000000000000000e+01,9.690837732021464035e+00,9.379999999999999449e-01
3.000000000000000000e+00,7.000000000000000000e+01,1.179677605599863455e+01,9.344999999999999973e-01
3.000000000000000000e+00,8.000000000000000000e+01,1.265710180002497509e+01,9.350000000000000533e-01
3.000000000000000000e+00,9.000000000000000000e+01,1.438353501100209542e+01,9.350000000000000533e-01
3.000000000000000000e+00,1.000000000000000000e+02,1.575353788700886071e+01,9.344999999999999973e-01
3.000000000000000000e+00,1.100000000000000000e+02,1.665299686300568283e+01,9.385000000000000009e-01
3.000000000000000000e+00,1.200000000000000000e+02,1.782470472698332742e+01,9.375000000000000000e-01
3.000000000000000000e+00,1.300000000000000000e+02,1.873792027699528262e+01,9.350000000000000533e-01
3.000000000000000000e+00,1.400000000000000000e+02,2.180556938902009279e+01,9.340000000000000524e-01
3.000000000000000000e+00,1.500000000000000000e+02,2.792247138498350978e+01,9.334999999999999964e-01
