1.000000000000000000e+00,5.842250494001200423e+01,9.549999999999999600e-01
2.000000000000000000e+00,5.709315771603723988e+01,9.432500000000000329e-01
3.000000000000000000e+00,5.646313642000313848e+01,9.535000000000000142e-01
4.000000000000000000e+00,5.684387826698366553e+01,9.525000000000000133e-01
5.000000000000000000e+00,5.787244210403878242e+01,9.509999999999999565e-01
6.000000000000000000e+00,5.758341925800777972e+01,9.507499999999999840e-01
7.000000000000000000e+00,5.763673404202563688e+01,9.529999999999999583e-01
8.000000000000000000e+00,5.805412080301903188e+01,9.477499999999999813e-01
9.000000000000000000e+00,5.822528695699293166e+01,9.485000000000000098e-01
1.000000000000000000e+01,6.003127046598820016e+01,9.462500000000000355e-01
