k,alpha,K,acc,rec_0,rec_1,rec_2,rec_3,rec_4,rec_5,rec_6,rec_7,rec_8,rec_9,prec_0,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,time
1,1,4,0.24678571428571427,0.5651003699930603,0.7839111665576004,0.1241377078023615,0.1298353734414535,0.12573564014499689,0.11676375961185752,0.13639456751433632,0.16913012521899204,0.1242356689282909,0.12087407688160674,0.5522884192581912,0.783032564747583,0.12438770264006616,0.1320706202385972,0.12561511828528177,0.11394885538526288,0.13752663380286004,0.17221210023094183,0.12522584368546041,0.1207699716043369,33.19820000799518
